"year","id_","age","sex","race","hompop","moredays","hrsrelax","wkageism","wkracism","wksexism","mntlhlth","wealth","wkageism_bin","wkracism_bin","wksexism_bin"
2018,98,45,"MALE","Black",1,20,2,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,1346,23,"MALE","White",4,3,3,"YES","NO","NO",0,"$20,000 to $40,000",1,0,0
2018,1499,57,"FEMALE","Black",2,20,6,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,103,50,"MALE","Other",2,0,4,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,2187,47,"FEMALE","White",1,8,2,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,1782,31,"FEMALE","White",2,0,0,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,1870,59,"FEMALE","Other",1,0,1,"YES","YES","YES",2,"$75,000 to $100,000",1,1,1
2018,1794,29,"MALE","White",4,0,1,"YES","NO","NO",10,"$5,000 to $20,000",1,0,0
2018,873,52,"FEMALE","White",4,3,2,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,1832,49,"FEMALE","Black",3,4,5,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1547,22,"FEMALE","White",4,2,5,"NO","NO","NO",30,"$5,000 to $20,000",0,0,0
2018,987,25,"MALE","White",2,20,6,"NO","NO","NO",20,"$100,000 to $150,000",0,0,0
2018,1054,22,"MALE","White",2,15,6,"NO","NO","NO",18,"$20,000 to $40,000",0,0,0
2018,1578,51,"FEMALE","Black",2,0,0,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,2013,25,"MALE","White",2,1,3,"YES","NO","NO",7,"Less than $5,000",1,0,0
2018,1958,51,"MALE","White",2,4,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1249,33,"FEMALE","White",4,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,339,40,"FEMALE","White",2,17,0,"NO","NO","NO",2,"$2 million to $3 million",0,0,0
2018,1241,36,"MALE","White",4,20,3,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,420,49,"FEMALE","White",1,5,5,"NO","NO","NO",10,"$75,000 to $100,000",0,0,0
2018,728,25,"MALE","Black",4,0,4,"NO","YES","NO",0,"Less than $5,000",0,1,0
2018,1570,37,"MALE","Black",1,20,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1119,30,"FEMALE","Black",2,4,10,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,426,74,"FEMALE","White",2,0,10,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,924,44,"FEMALE","White",2,20,2,"NO","YES","YES",0,"Unknown",0,1,1
2018,1052,45,"FEMALE","White",1,4,4,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,890,68,"FEMALE","White",1,0,6,"YES","NO","NO",10,"$40,000 to $75,000",1,0,0
